# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  1.30518048003000E+00  -1.13682171851741E-01  -6.34075994958089E-02  -4.06792240954944E-02   1.92077341483610E-01   1.10513966747728E-01   1.32510765892182E-02
  1.31268094255891E+00  -1.16574916915487E-01  -6.48534020601295E-02  -4.15791338584134E-02   1.93466591671049E-01   1.11271663726372E-01   1.34443304735112E-02
  1.32018140508782E+00  -1.19459954178081E-01  -6.62941256395087E-02  -4.24756343651876E-02   1.94854412410930E-01   1.12027659986669E-01   1.36391143823719E-02
  1.32768186761673E+00  -1.22337154630403E-01  -6.77296916698851E-02  -4.33686740625329E-02   1.96240752408701E-01   1.12781920378269E-01   1.38354277654827E-02
  1.33518233014563E+00  -1.25206391925694E-01  -6.91600230155529E-02  -4.42582023098375E-02   1.97625560864552E-01   1.13534410073296E-01   1.40332700062255E-02
  1.34268279267454E+00  -1.28067542335274E-01  -7.05850439479781E-02  -4.51441693661671E-02   1.99008787472117E-01   1.14285094565784E-01   1.42326404222765E-02
  1.35018325520345E+00  -1.30920484705288E-01  -7.20046801250956E-02  -4.60265263775626E-02   2.00390382417140E-01   1.15033939671072E-01   1.44335382661980E-02
  1.35768371773236E+00  -1.33765100414431E-01  -7.34188585710691E-02  -4.69052253646212E-02   2.01770296376078E-01   1.15780911525178E-01   1.46359627260276E-02
  1.36518418026127E+00  -1.36601273332633E-01  -7.48275076564977E-02  -4.77802192103494E-02   2.03148480514672E-01   1.16525976584135E-01   1.48399129258654E-02
  1.37268464279017E+00  -1.39428889780668E-01  -7.62305570790549E-02  -4.86514616482796E-02   2.04524886486467E-01   1.17269101623294E-01   1.50453879264583E-02
  1.38018510531908E+00  -1.42247838490646E-01  -7.76279378445437E-02  -4.95189072508405E-02   2.05899466431288E-01   1.18010253736610E-01   1.52523867257818E-02
  1.38768556784799E+00  -1.45058010567376E-01  -7.90195822483547E-02  -5.03825114179733E-02   2.07272172973677E-01   1.18749400335879E-01   1.54609082596192E-02
  1.39518603037690E+00  -1.47859299450562E-01  -8.04054238573133E-02  -5.12422303659838E-02   2.08642959221279E-01   1.19486509149964E-01   1.56709514021379E-02
  1.40268649290581E+00  -1.50651600877794E-01  -8.17853974919024E-02  -5.20980211166245E-02   2.10011778763203E-01   1.20221548223984E-01   1.58825149664633E-02
  1.41018695543471E+00  -1.53434812848335E-01  -8.31594392088493E-02  -5.29498414863973E-02   2.11378585668325E-01   1.20954485918477E-01   1.60955977052493E-02
  1.41768741796362E+00  -1.56208835587656E-01  -8.45274862840635E-02  -5.37976500760699E-02   2.12743334483567E-01   1.21685290908537E-01   1.63101983112465E-02
  1.42518788049253E+00  -1.58973571512701E-01  -8.58894771959151E-02  -5.46414062603995E-02   2.14105980232129E-01   1.22413932182924E-01   1.65263154178673E-02
  1.43268834302144E+00  -1.61728925197862E-01  -8.72453516088415E-02  -5.54810701780561E-02   2.15466478411689E-01   1.23140379043150E-01   1.67439475997479E-02
  1.44018880555035E+00  -1.64474803341643E-01  -8.85950503572733E-02  -5.63166027217392E-02   2.16824784992568E-01   1.23864601102540E-01   1.69630933733076E-02
  1.44768926807925E+00  -1.67211114733986E-01  -8.99385154298680E-02  -5.71479655284820E-02   2.18180856415856E-01   1.24586568285268E-01   1.71837511973052E-02
  1.45518973060816E+00  -1.69937770224242E-01  -9.12756899540426E-02  -5.79751209701371E-02   2.19534649591509E-01   1.25306250825368E-01   1.74059194733918E-02
  1.46269019313707E+00  -1.72654682689772E-01  -9.26065181807953E-02  -5.87980321440367E-02   2.20886121896411E-01   1.26023619265729E-01   1.76295965466611E-02
  1.47019065566598E+00  -1.75361767005142E-01  -9.39309454698078E-02  -5.96166628638246E-02   2.22235231172405E-01   1.26738644457060E-01   1.78547807061965E-02
  1.47769111819489E+00  -1.78058940011926E-01  -9.52489182748188E-02  -6.04309776504511E-02   2.23581935724299E-01   1.27451297556837E-01   1.80814701856149E-02
  1.48519158072380E+00  -1.80746120489058E-01  -9.65603841292616E-02  -6.12409417233293E-02   2.24926194317830E-01   1.28161550028229E-01   1.83096631636076E-02
  1.49269204325270E+00  -1.83423229123757E-01  -9.78652916321569E-02  -6.20465209916451E-02   2.26267966177616E-01   1.28869373639006E-01   1.85393577644780E-02
  1.50019250578161E+00  -1.86090188482978E-01  -9.91635904342540E-02  -6.28476820458180E-02   2.27607210985064E-01   1.29574740460424E-01   1.87705520586758E-02
  1.50769296831052E+00  -1.88746922985392E-01  -1.00455231224412E-01  -6.36443921491072E-02   2.28943888876269E-01   1.30277622866093E-01   1.90032440633289E-02
  1.51519343083943E+00  -1.91393358873871E-01  -1.01740165716215E-01  -6.44366192293601E-02   2.30277960439873E-01   1.30977993530824E-01   1.92374317427711E-02
  1.52269389336834E+00  -1.94029424188471E-01  -1.03018346634816E-01  -6.52243318708969E-02   2.31609386714906E-01   1.31675825429467E-01   1.94731130090669E-02
  1.53019435589724E+00  -1.96655048739890E-01  -1.04289727703997E-01  -6.60074993065296E-02   2.32938129188608E-01   1.32371091835719E-01   1.97102857225339E-02
  1.53769481842615E+00  -1.99270164083394E-01  -1.05554263633448E-01  -6.67860914097099E-02   2.34264149794218E-01   1.33063766320928E-01   1.99489476922605E-02
  1.54519528095506E+00  -2.01874703493203E-01  -1.06811910106252E-01  -6.75600786868034E-02   2.35587410908753E-01   1.33753822752869E-01   2.01890966766219E-02
  1.55269574348397E+00  -2.04468601937311E-01  -1.08062623766573E-01  -6.83294322694864E-02   2.36907875350758E-01   1.34441235294520E-01   2.04307303837917E-02
  1.56019620601288E+00  -2.07051796052741E-01  -1.09306362207540E-01  -6.90941239072609E-02   2.38225506378041E-01   1.35125978402809E-01   2.06738464722507E-02
  1.56769666854178E+00  -2.09624224121218E-01  -1.10543083959327E-01  -6.98541259600864E-02   2.39540267685388E-01   1.35808026827354E-01   2.09184425512928E-02
  1.57519713107069E+00  -2.12185826045250E-01  -1.11772748477412E-01  -7.06094113911242E-02   2.40852123402258E-01   1.36487355609188E-01   2.11645161815271E-02
  1.58269759359960E+00  -2.14736543324608E-01  -1.12995316131026E-01  -7.13599537595906E-02   2.42161038090469E-01   1.37163940079473E-01   2.14120648753771E-02
  1.59019805612851E+00  -2.17276319033190E-01  -1.14210748191774E-01  -7.21057272137179E-02   2.43466976741857E-01   1.37837755858199E-01   2.16610860975764E-02
  1.59769851865742E+00  -2.19805097796266E-01  -1.15419006822427E-01  -7.28467064838189E-02   2.44769904775928E-01   1.38508778852871E-01   2.19115772656615E-02
  1.60519898118632E+00  -2.22322825768093E-01  -1.16620055065892E-01  -7.35828668754533E-02   2.46069788037492E-01   1.39176985257187E-01   2.21635357504612E-02
  1.61269944371523E+00  -2.24829450609881E-01  -1.17813856834331E-01  -7.43141842626920E-02   2.47366592794285E-01   1.39842351549706E-01   2.24169588765824E-02
  1.62019990624414E+00  -2.27324921468122E-01  -1.19000376898452E-01  -7.50406350814788E-02   2.48660285734576E-01   1.40504854492497E-01   2.26718439228936E-02
  1.62770036877305E+00  -2.29809188953249E-01  -1.20179580876951E-01  -7.57621963230853E-02   2.49950833964768E-01   1.41164471129792E-01   2.29281881230041E-02
  1.63520083130196E+00  -2.32282205118638E-01  -1.21351435226106E-01  -7.64788455276577E-02   2.51238205006976E-01   1.41821178786619E-01   2.31859886657407E-02
  1.64270129383086E+00  -2.34743923439931E-01  -1.22515907229523E-01  -7.71905607778536E-02   2.52522366796612E-01   1.42474955067429E-01   2.34452426956211E-02
  1.65020175635977E+00  -2.37194298794682E-01  -1.23672964988018E-01  -7.78973206925650E-02   2.53803287679939E-01   1.43125777854717E-01   2.37059473133237E-02
  1.65770221888868E+00  -2.39633287442309E-01  -1.24822577409656E-01  -7.85991044207281E-02   2.55080936411639E-01   1.43773625307630E-01   2.39680995761549E-02
  1.66520268141759E+00  -2.42060847004354E-01  -1.25964714199913E-01  -7.92958916352150E-02   2.56355282152351E-01   1.44418475860575E-01   2.42316964985123E-02
  1.67270314394650E+00  -2.44476936445042E-01  -1.27099345851982E-01  -7.99876625268075E-02   2.57626294466217E-01   1.45060308221811E-01   2.44967350523459E-02
  1.68020360647540E+00  -2.46881516052126E-01  -1.28226443637209E-01  -8.06743977982508E-02   2.58893943318414E-01   1.45699101372043E-01   2.47632121676149E-02
  1.68770406900431E+00  -2.49274547418020E-01  -1.29345979595660E-01  -8.13560786583845E-02   2.60158199072681E-01   1.46334834563002E-01   2.50311247327423E-02
  1.69520453153322E+00  -2.51655993421209E-01  -1.30457926526808E-01  -8.20326868163498E-02   2.61419032488840E-01   1.46967487316024E-01   2.53004695950659E-02
  1.70270499406213E+00  -2.54025818207932E-01  -1.31562257980358E-01  -8.27042044758711E-02   2.62676414720314E-01   1.47597039420622E-01   2.55712435612864E-02
  1.71020545659104E+00  -2.56383987174135E-01  -1.32658948247174E-01  -8.33706143296111E-02   2.63930317311638E-01   1.48223470933056E-01   2.58434433979122E-02
  1.71770591911994E+00  -2.58730466947675E-01  -1.33747972350342E-01  -8.40318995535961E-02   2.65180712195964E-01   1.48846762174890E-01   2.61170658317012E-02
  1.72520638164885E+00  -2.61065225370792E-01  -1.34829306036338E-01  -8.46880438017125E-02   2.66427571692573E-01   1.49466893731554E-01   2.63921075500996E-02
  1.73270684417776E+00  -2.63388231482827E-01  -1.35902925766316E-01  -8.53390312002704E-02   2.67670868504369E-01   1.50083846450899E-01   2.66685652016776E-02
  1.74020730670667E+00  -2.65699455503176E-01  -1.36968808707503E-01  -8.59848463426351E-02   2.68910575715384E-01   1.50697601441743E-01   2.69464353965618E-02
  1.74770776923558E+00  -2.67998868814505E-01  -1.38026932724708E-01  -8.66254742839241E-02   2.70146666788276E-01   1.51308140072425E-01   2.72257147068649E-02
  1.75520823176449E+00  -2.70286443946177E-01  -1.39077276371934E-01  -8.72609005357681E-02   2.71379115561822E-01   1.51915443969341E-01   2.75063996671124E-02
  1.76270869429339E+00  -2.72562154557932E-01  -1.40119818884098E-01  -8.78911110611358E-02   2.72607896248420E-01   1.52519495015493E-01   2.77884867746659E-02
  1.77020915682230E+00  -2.74825975423775E-01  -1.41154540168849E-01  -8.85160922692200E-02   2.73832983431580E-01   1.53120275349025E-01   2.80719724901439E-02
  1.77770961935121E+00  -2.77077882416102E-01  -1.42181420798499E-01  -8.91358310103847E-02   2.75054352063425E-01   1.53717767361760E-01   2.83568532378394E-02
  1.78521008188012E+00  -2.79317852490033E-01  -1.43200442002034E-01  -8.97503145711718E-02   2.76271977462185E-01   1.54311953697737E-01   2.86431254061341E-02
  1.79271054440903E+00  -2.81545863667967E-01  -1.44211585657245E-01  -9.03595306693664E-02   2.77485835309697E-01   1.54902817251744E-01   2.89307853479107E-02
  1.80021100693793E+00  -2.83761895024337E-01  -1.45214834282933E-01  -9.09634674491192E-02   2.78695901648905E-01   1.55490341167852E-01   2.92198293809616E-02
  1.80771146946684E+00  -2.85965926670588E-01  -1.46210171031226E-01  -9.15621134761259E-02   2.79902152881364E-01   1.56074508837946E-01   2.95102537883943E-02
  1.81521193199575E+00  -2.88157939740339E-01  -1.47197579679974E-01  -9.21554577328609E-02   2.81104565764740E-01   1.56655303900260E-01   2.98020548190350E-02
  1.82271239452466E+00  -2.90337916374754E-01  -1.48177044625244E-01  -9.27434896138668E-02   2.82303117410323E-01   1.57232710237900E-01   3.00952286878284E-02
  1.83021285705357E+00  -2.92505839708113E-01  -1.49148550873901E-01  -9.33261989210962E-02   2.83497785280535E-01   1.57806711977386E-01   3.03897715762352E-02
  1.83771331958247E+00  -2.94661693853560E-01  -1.50112084036274E-01  -9.39035758593068E-02   2.84688547186445E-01   1.58377293487174E-01   3.06856796326264E-02
  1.84521378211138E+00  -2.96805463889056E-01  -1.51067630318911E-01  -9.44756110315077E-02   2.85875381285286E-01   1.58944439376192E-01   3.09829489726750E-02
  1.85271424464029E+00  -2.98937135843507E-01  -1.52015176517419E-01  -9.50422954344567E-02   2.87058266077980E-01   1.59508134492371E-01   3.12815756797448E-02
  1.86021470716920E+00  -3.01056696683078E-01  -1.52954710009384E-01  -9.56036204542076E-02   2.88237180406666E-01   1.60068363921180E-01   3.15815558052765E-02
  1.86771516969811E+00  -3.03164134297685E-01  -1.53886218747375E-01  -9.61595778617063E-02   2.89412103452230E-01   1.60625112984155E-01   3.18828853691714E-02
  1.87521563222701E+00  -3.05259437487665E-01  -1.54809691252029E-01  -9.67101598084358E-02   2.90583014731842E-01   1.61178367237439E-01   3.21855603601712E-02
  1.88271609475592E+00  -3.07342595950618E-01  -1.55725116605213E-01  -9.72553588221083E-02   2.91749894096503E-01   1.61728112470317E-01   3.24895767362365E-02
  1.89021655728483E+00  -3.09413600268421E-01  -1.56632484443267E-01  -9.77951678024043E-02   2.92912721728592E-01   1.62274334703754E-01   3.27949304249218E-02
  1.89771701981374E+00  -3.11472441894406E-01  -1.57531784950319E-01  -9.83295800167576E-02   2.94071478139420E-01   1.62817020188935E-01   3.31016173237478E-02
  1.90521748234265E+00  -3.13519113140707E-01  -1.58423008851680E-01  -9.88585890961860E-02   2.95226144166795E-01   1.63356155405806E-01   3.34096333005714E-02
  1.91271794487155E+00  -3.15553607165767E-01  -1.59306147407312E-01  -9.93821890311666E-02   2.96376700972588E-01   1.63891727061621E-01   3.37189741939526E-02
  1.92021840740046E+00  -3.17575917962010E-01  -1.60181192405365E-01  -9.99003741675548E-02   2.97523130040309E-01   1.64423722089487E-01   3.40296358135194E-02
  1.92771886992937E+00  -3.19586040343658E-01  -1.61048136155797E-01  -1.00413139202547E-01   2.98665413172690E-01   1.64952127646911E-01   3.43416139403293E-02
  1.93521933245828E+00  -3.21583969934719E-01  -1.61906971484049E-01  -1.00920479180685E-01   2.99803532489274E-01   1.65476931114356E-01   3.46549043272288E-02
  1.94271979498719E+00  -3.23569703157116E-01  -1.62757691724808E-01  -1.01422389489905E-01   3.00937470424014E-01   1.65998120093791E-01   3.49695026992103E-02
  1.95022025751609E+00  -3.25543237218969E-01  -1.63600290715822E-01  -1.01918865857626E-01   3.02067209722881E-01   1.66515682407253E-01   3.52854047537659E-02
  1.95772072004500E+00  -3.27504570103027E-01  -1.64434762791793E-01  -1.02409904346877E-01   3.03192733441469E-01   1.67029606095402E-01   3.56026061612394E-02
  1.96522118257391E+00  -3.29453700555244E-01  -1.65261102778339E-01  -1.02895501352470E-01   3.04314024942628E-01   1.67539879416092E-01   3.59211025651750E-02
  1.97272164510282E+00  -3.31390628073498E-01  -1.66079305986010E-01  -1.03375653597211E-01   3.05431067894087E-01   1.68046490842930E-01   3.62408895826643E-02
  1.98022210763173E+00  -3.33315352896454E-01  -1.66889368204382E-01  -1.03850358128142E-01   3.06543846266095E-01   1.68549429063854E-01   3.65619628046903E-02
  1.98772257016063E+00  -3.35227875992562E-01  -1.67691285696210E-01  -1.04319612312836E-01   3.07652344329069E-01   1.69048682979703E-01   3.68843177964689E-02
  1.99522303268954E+00  -3.37128199049196E-01  -1.68485055191640E-01  -1.04783413835720E-01   3.08756546651252E-01   1.69544241702796E-01   3.72079500977882E-02
  2.00272349521845E+00  -3.39016324461929E-01  -1.69270673882493E-01  -1.05241760694435E-01   3.09856438096376E-01   1.70036094555514E-01   3.75328552233455E-02
  2.01022395774736E+00  -3.40892255323935E-01  -1.70048139416600E-01  -1.05694651196242E-01   3.10952003821342E-01   1.70524231068887E-01   3.78590286630809E-02
  2.01772442027627E+00  -3.42755995415530E-01  -1.70817449892207E-01  -1.06142083954454E-01   3.12043229273900E-01   1.71008640981181E-01   3.81864658825101E-02
  2.02522488280518E+00  -3.44607549193838E-01  -1.71578603852432E-01  -1.06584057884912E-01   3.13130100190347E-01   1.71489314236495E-01   3.85151623230537E-02
  2.03272534533408E+00  -3.46446921782589E-01  -1.72331600279788E-01  -1.07020572202493E-01   3.14212602593228E-01   1.71966240983360E-01   3.88451134023639E-02
  2.04022580786299E+00  -3.48274118962035E-01  -1.73076438590761E-01  -1.07451626417652E-01   3.15290722789053E-01   1.72439411573337E-01   3.91763145146501E-02
  2.04772627039190E+00  -3.50089147158999E-01  -1.73813118630443E-01  -1.07877220333001E-01   3.16364447366018E-01   1.72908816559628E-01   3.95087610310009E-02
  2.05522673292081E+00  -3.51892013437041E-01  -1.74541640667227E-01  -1.08297354039926E-01   3.17433763191744E-01   1.73374446695688E-01   3.98424482997043E-02
  2.06272719544972E+00  -3.53682725486749E-01  -1.75262005387557E-01  -1.08712027915227E-01   3.18498657411015E-01   1.73836292933840E-01   4.01773716465660E-02
  2.07022765797862E+00  -3.55461291616143E-01  -1.75974213890727E-01  -1.09121242617802E-01   3.19559117443535E-01   1.74294346423895E-01   4.05135263752245E-02
  2.07772812050753E+00  -3.57227720741203E-01  -1.76678267683746E-01  -1.09524999085359E-01   3.20615130981697E-01   1.74748598511779E-01   4.08509077674651E-02
  2.08522858303644E+00  -3.58982022376510E-01  -1.77374168676246E-01  -1.09923298531163E-01   3.21666685988352E-01   1.75199040738166E-01   4.11895110835301E-02
  2.09272904556535E+00  -3.60724206625998E-01  -1.78061919175451E-01  -1.10316142440812E-01   3.22713770694599E-01   1.75645664837107E-01   4.15293315624285E-02
