# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  5.36509084692793E+01  -6.69005071995843E-12   5.32982667423440E-06  -2.75587655700634E-03   1.13998451648444E-09  -4.38842911148246E-05   2.37849630341203E-05
  5.36584089318082E+01  -6.66175711297979E-12   5.31701715130284E-06  -2.75184480795866E-03   1.13601442402690E-09  -4.37933885508875E-05   2.37355242143258E-05
  5.36659093943371E+01  -6.63358294359625E-12   5.30423810996699E-06  -2.74781870925962E-03   1.13205811374735E-09  -4.37026715074300E-05   2.36861867688161E-05
  5.36734098568661E+01  -6.60552770862102E-12   5.29148947852062E-06  -2.74379825344748E-03   1.12811553796695E-09  -4.36121396124765E-05   2.36369504930346E-05
  5.36809103193950E+01  -6.57759090698271E-12   5.27877118542394E-06  -2.73978343306947E-03   1.12418664917118E-09  -4.35217924947816E-05   2.35878151828296E-05
  5.36884107819239E+01  -6.54977203971642E-12   5.26608315930320E-06  -2.73577424068184E-03   1.12027140000925E-09  -4.34316297838280E-05   2.35387806344534E-05
  5.36959112444528E+01  -6.52207060995493E-12   5.25342532895034E-06  -2.73177066884981E-03   1.11636974329359E-09  -4.33416511098257E-05   2.34898466445617E-05
  5.37034117069817E+01  -6.49448612291990E-12   5.24079762332257E-06  -2.72777271014761E-03   1.11248163199924E-09  -4.32518561037105E-05   2.34410130102126E-05
  5.37109121695106E+01  -6.46701808591306E-12   5.22819997154203E-06  -2.72378035715839E-03   1.10860701926332E-09  -4.31622443971425E-05   2.33922795288661E-05
  5.37184126320395E+01  -6.43966600830757E-12   5.21563230289540E-06  -2.71979360247430E-03   1.10474585838447E-09  -4.30728156225046E-05   2.33436459983829E-05
  5.37259130945684E+01  -6.41242940153926E-12   5.20309454683353E-06  -2.71581243869643E-03   1.10089810282227E-09  -4.29835694129014E-05   2.32951122170242E-05
  5.37334135570973E+01  -6.38530777909800E-12   5.19058663297104E-06  -2.71183685843480E-03   1.09706370619673E-09  -4.28945054021578E-05   2.32466779834504E-05
  5.37409140196262E+01  -6.35830065651910E-12   5.17810849108598E-06  -2.70786685430839E-03   1.09324262228773E-09  -4.28056232248172E-05   2.31983430967205E-05
  5.37484144821551E+01  -6.33140755137472E-12   5.16566005111944E-06  -2.70390241894506E-03   1.08943480503443E-09  -4.27169225161409E-05   2.31501073562917E-05
  5.37559149446840E+01  -6.30462798326532E-12   5.15324124317518E-06  -2.69994354498163E-03   1.08564020853476E-09  -4.26284029121059E-05   2.31019705620179E-05
  5.37634154072130E+01  -6.27796147381114E-12   5.14085199751924E-06  -2.69599022506379E-03   1.08185878704489E-09  -4.25400640494039E-05   2.30539325141496E-05
  5.37709158697419E+01  -6.25140754664376E-12   5.12849224457960E-06  -2.69204245184615E-03   1.07809049497865E-09  -4.24519055654403E-05   2.30059930133328E-05
  5.37784163322708E+01  -6.22496572739766E-12   5.11616191494580E-06  -2.68810021799218E-03   1.07433528690699E-09  -4.23639270983322E-05   2.29581518606083E-05
  5.37859167947997E+01  -6.19863554370177E-12   5.10386093936856E-06  -2.68416351617424E-03   1.07059311755748E-09  -4.22761282869072E-05   2.29104088574108E-05
  5.37934172573286E+01  -6.17241652517117E-12   5.09158924875942E-06  -2.68023233907358E-03   1.06686394181373E-09  -4.21885087707025E-05   2.28627638055685E-05
  5.38009177198575E+01  -6.14630820339870E-12   5.07934677419036E-06  -2.67630667938027E-03   1.06314771471488E-09  -4.21010681899630E-05   2.28152165073021E-05
  5.38084181823864E+01  -6.12031011194672E-12   5.06713344689346E-06  -2.67238652979326E-03   1.05944439145505E-09  -4.20138061856401E-05   2.27677667652238E-05
  5.38159186449153E+01  -6.09442178633878E-12   5.05494919826052E-06  -2.66847188302032E-03   1.05575392738283E-09  -4.19267223993904E-05   2.27204143823371E-05
  5.38234191074442E+01  -6.06864276405146E-12   5.04279395984267E-06  -2.66456273177805E-03   1.05207627800071E-09  -4.18398164735746E-05   2.26731591620356E-05
  5.38309195699731E+01  -6.04297258450614E-12   5.03066766335006E-06  -2.66065906879190E-03   1.04841139896460E-09  -4.17530880512556E-05   2.26260009081024E-05
  5.38384200325020E+01  -6.01741078906084E-12   5.01857024065143E-06  -2.65676088679610E-03   1.04475924608326E-09  -4.16665367761976E-05   2.25789394247093E-05
  5.38459204950309E+01  -5.99195692100211E-12   5.00650162377380E-06  -2.65286817853371E-03   1.04111977531782E-09  -4.15801622928646E-05   2.25319745164162E-05
  5.38534209575598E+01  -5.96661052553693E-12   4.99446174490211E-06  -2.64898093675656E-03   1.03749294278122E-09  -4.14939642464191E-05   2.24851059881702E-05
  5.38609214200888E+01  -5.94137114978466E-12   4.98245053637881E-06  -2.64509915422528E-03   1.03387870473768E-09  -4.14079422827207E-05   2.24383336453048E-05
  5.38684218826177E+01  -5.91623834276902E-12   4.97046793070354E-06  -2.64122282370928E-03   1.03027701760224E-09  -4.13220960483248E-05   2.23916572935392E-05
  5.38759223451466E+01  -5.89121165541007E-12   4.95851386053275E-06  -2.63735193798673E-03   1.02668783794017E-09  -4.12364251904813E-05   2.23450767389777E-05
  5.38834228076755E+01  -5.86629064051630E-12   4.94658825867938E-06  -2.63348648984455E-03   1.02311112246651E-09  -4.11509293571333E-05   2.22985917881089E-05
  5.38909232702044E+01  -5.84147485277668E-12   4.93469105811245E-06  -2.62962647207844E-03   1.01954682804553E-09  -4.10656081969157E-05   2.22522022478047E-05
  5.38984237327333E+01  -5.81676384875278E-12   4.92282219195672E-06  -2.62577187749279E-03   1.01599491169022E-09  -4.09804613591538E-05   2.22059079253199E-05
  5.39059241952622E+01  -5.79215718687090E-12   4.91098159349236E-06  -2.62192269890077E-03   1.01245533056177E-09  -4.08954884938622E-05   2.21597086282913E-05
  5.39134246577911E+01  -5.76765442741425E-12   4.89916919615456E-06  -2.61807892912425E-03   1.00892804196908E-09  -4.08106892517434E-05   2.21136041647369E-05
  5.39209251203200E+01  -5.74325513251517E-12   4.88738493353321E-06  -2.61424056099381E-03   1.00541300336825E-09  -4.07260632841862E-05   2.20675943430553E-05
  5.39284255828489E+01  -5.71895886614739E-12   4.87562873937251E-06  -2.61040758734873E-03   1.00191017236206E-09  -4.06416102432649E-05   2.20216789720250E-05
  5.39359260453778E+01  -5.69476519411824E-12   4.86390054757062E-06  -2.60658000103700E-03   9.98419506699490E-10  -4.05573297817377E-05   2.19758578608033E-05
  5.39434265079067E+01  -5.67067368406103E-12   4.85220029217936E-06  -2.60275779491529E-03   9.94940964275187E-10  -4.04732215530451E-05   2.19301308189261E-05
  5.39509269704357E+01  -5.64668390542733E-12   4.84052790740378E-06  -2.59894096184895E-03   9.91474503128988E-10  -4.03892852113093E-05   2.18844976563067E-05
  5.39584274329646E+01  -5.62279542947938E-12   4.82888332760188E-06  -2.59512949471197E-03   9.88020081445417E-10  -4.03055204113323E-05   2.18389581832355E-05
  5.39659278954935E+01  -5.59900782928248E-12   4.81726648728421E-06  -2.59132338638705E-03   9.84577657553183E-10  -4.02219268085948E-05   2.17935122103787E-05
  5.39734283580224E+01  -5.57532067969742E-12   4.80567732111355E-06  -2.58752262976548E-03   9.81147189924691E-10  -4.01385040592549E-05   2.17481595487783E-05
  5.39809288205513E+01  -5.55173355737295E-12   4.79411576390454E-06  -2.58372721774725E-03   9.77728637175542E-10  -4.00552518201468E-05   2.17029000098507E-05
  5.39884292830802E+01  -5.52824604073827E-12   4.78258175062337E-06  -2.57993714324093E-03   9.74321958064047E-10  -3.99721697487795E-05   2.16577334053864E-05
  5.39959297456091E+01  -5.50485770999558E-12   4.77107521638737E-06  -2.57615239916373E-03   9.70927111490734E-10  -3.98892575033357E-05   2.16126595475489E-05
  5.40034302081380E+01  -5.48156814711262E-12   4.75959609646473E-06  -2.57237297844150E-03   9.67544056497860E-10  -3.98065147426699E-05   2.15676782488746E-05
  5.40109306706669E+01  -5.45837693581527E-12   4.74814432627412E-06  -2.56859887400866E-03   9.64172752268925E-10  -3.97239411263080E-05   2.15227893222713E-05
  5.40184311331958E+01  -5.43528366158016E-12   4.73671984138435E-06  -2.56483007880824E-03   9.60813158128186E-10  -3.96415363144453E-05   2.14779925810181E-05
  5.40259315957247E+01  -5.41228791162735E-12   4.72532257751404E-06  -2.56106658579184E-03   9.57465233540174E-10  -3.95592999679455E-05   2.14332878387645E-05
  5.40334320582536E+01  -5.38938927491300E-12   4.71395247053124E-06  -2.55730838791967E-03   9.54128938109211E-10  -3.94772317483393E-05   2.13886749095293E-05
  5.40409325207825E+01  -5.36658734212206E-12   4.70260945645313E-06  -2.55355547816048E-03   9.50804231578935E-10  -3.93953313178235E-05   2.13441536077007E-05
  5.40484329833115E+01  -5.34388170566106E-12   4.69129347144568E-06  -2.54980784949159E-03   9.47491073831812E-10  -3.93135983392591E-05   2.12997237480346E-05
  5.40559334458404E+01  -5.32127195965086E-12   4.68000445182326E-06  -2.54606549489887E-03   9.44189424888670E-10  -3.92320324761705E-05   2.12553851456546E-05
  5.40634339083693E+01  -5.29875769991945E-12   4.66874233404834E-06  -2.54232840737673E-03   9.40899244908217E-10  -3.91506333927442E-05   2.12111376160513E-05
  5.40709343708982E+01  -5.27633852399481E-12   4.65750705473115E-06  -2.53859657992812E-03   9.37620494186567E-10  -3.90694007538272E-05   2.11669809750810E-05
  5.40784348334271E+01  -5.25401403109775E-12   4.64629855062935E-06  -2.53487000556450E-03   9.34353133156772E-10  -3.89883342249262E-05   2.11229150389656E-05
  5.40859352959560E+01  -5.23178382213482E-12   4.63511675864764E-06  -2.53114867730586E-03   9.31097122388350E-10  -3.89074334722058E-05   2.10789396242914E-05
  5.40934357584849E+01  -5.20964749969124E-12   4.62396161583748E-06  -2.52743258818068E-03   9.27852422586815E-10  -3.88266981624878E-05   2.10350545480089E-05
  5.41009362210138E+01  -5.18760466802385E-12   4.61283305939675E-06  -2.52372173122596E-03   9.24618994593212E-10  -3.87461279632496E-05   2.09912596274318E-05
  5.41084366835427E+01  -5.16565493305407E-12   4.60173102666937E-06  -2.52001609948716E-03   9.21396799383648E-10  -3.86657225426228E-05   2.09475546802360E-05
  5.41159371460716E+01  -5.14379790236097E-12   4.59065545514502E-06  -2.51631568601824E-03   9.18185798068833E-10  -3.85854815693926E-05   2.09039395244597E-05
  5.41234376086005E+01  -5.12203318517425E-12   4.57960628245876E-06  -2.51262048388162E-03   9.14985951893614E-10  -3.85054047129956E-05   2.08604139785019E-05
  5.41309380711294E+01  -5.10036039236738E-12   4.56858344639074E-06  -2.50893048614818E-03   9.11797222236514E-10  -3.84254916435193E-05   2.08169778611221E-05
  5.41384385336584E+01  -5.07877913645063E-12   4.55758688486583E-06  -2.50524568589727E-03   9.08619570609277E-10  -3.83457420317008E-05   2.07736309914396E-05
  5.41459389961873E+01  -5.05728903156424E-12   4.54661653595330E-06  -2.50156607621666E-03   9.05452958656404E-10  -3.82661555489251E-05   2.07303731889327E-05
  5.41534394587162E+01  -5.03588969347160E-12   4.53567233786650E-06  -2.49789165020257E-03   9.02297348154704E-10  -3.81867318672241E-05   2.06872042734378E-05
  5.41609399212451E+01  -5.01458073955238E-12   4.52475422896255E-06  -2.49422240095964E-03   8.99152701012831E-10  -3.81074706592755E-05   2.06441240651494E-05
  5.41684403837740E+01  -4.99336178879579E-12   4.51386214774193E-06  -2.49055832160093E-03   8.96018979270841E-10  -3.80283715984015E-05   2.06011323846185E-05
  5.41759408463029E+01  -4.97223246179382E-12   4.50299603284826E-06  -2.48689940524790E-03   8.92896145099731E-10  -3.79494343585674E-05   2.05582290527526E-05
  5.41834413088318E+01  -4.95119238073450E-12   4.49215582306787E-06  -2.48324564503042E-03   8.89784160800998E-10  -3.78706586143804E-05   2.05154138908147E-05
  5.41909417713607E+01  -4.93024116939519E-12   4.48134145732957E-06  -2.47959703408675E-03   8.86682988806182E-10  -3.77920440410887E-05   2.04726867204225E-05
  5.41984422338896E+01  -4.90937845313596E-12   4.47055287470424E-06  -2.47595356556353E-03   8.83592591676427E-10  -3.77135903145797E-05   2.04300473635483E-05
  5.42059426964185E+01  -4.88860385889288E-12   4.45979001440454E-06  -2.47231523261576E-03   8.80512932102030E-10  -3.76352971113793E-05   2.03874956425174E-05
  5.42134431589474E+01  -4.86791701517146E-12   4.44905281578461E-06  -2.46868202840682E-03   8.77443972902001E-10  -3.75571641086504E-05   2.03450313800081E-05
  5.42209436214763E+01  -4.84731755204003E-12   4.43834121833969E-06  -2.46505394610845E-03   8.74385677023618E-10  -3.74791909841917E-05   2.03026543990511E-05
  5.42284440840053E+01  -4.82680510112320E-12   4.42765516170585E-06  -2.46143097890071E-03   8.71338007541987E-10  -3.74013774164365E-05   2.02603645230281E-05
  5.42359445465342E+01  -4.80637929559529E-12   4.41699458565964E-06  -2.45781311997202E-03   8.68300927659606E-10  -3.73237230844518E-05   2.02181615756718E-05
  5.42434450090631E+01  -4.78603977017389E-12   4.40635943011775E-06  -2.45420036251913E-03   8.65274400705923E-10  -3.72462276679363E-05   2.01760453810649E-05
  5.42509454715920E+01  -4.76578616111333E-12   4.39574963513674E-06  -2.45059269974710E-03   8.62258390136901E-10  -3.71688908472199E-05   2.01340157636395E-05
  5.42584459341209E+01  -4.74561810619823E-12   4.38516514091267E-06  -2.44699012486930E-03   8.59252859534584E-10  -3.70917123032624E-05   2.00920725481766E-05
  5.42659463966498E+01  -4.72553524473711E-12   4.37460588778083E-06  -2.44339263110742E-03   8.56257772606665E-10  -3.70146917176520E-05   2.00502155598049E-05
  5.42734468591787E+01  -4.70553721755598E-12   4.36407181621535E-06  -2.43980021169141E-03   8.53273093186051E-10  -3.69378287726042E-05   2.00084446240007E-05
  5.42809473217076E+01  -4.68562366699194E-12   4.35356286682896E-06  -2.43621285985954E-03   8.50298785230435E-10  -3.68611231509608E-05   1.99667595665870E-05
  5.42884477842365E+01  -4.66579423688688E-12   4.34307898037262E-06  -2.43263056885833E-03   8.47334812821867E-10  -3.67845745361884E-05   1.99251602137327E-05
  5.42959482467654E+01  -4.64604857258114E-12   4.33262009773522E-06  -2.42905333194260E-03   8.44381140166327E-10  -3.67081826123773E-05   1.98836463919521E-05
  5.43034487092943E+01  -4.62638632090721E-12   4.32218615994326E-06  -2.42548114237539E-03   8.41437731593296E-10  -3.66319470642406E-05   1.98422179281042E-05
  5.43109491718232E+01  -4.60680713018351E-12   4.31177710816054E-06  -2.42191399342801E-03   8.38504551555337E-10  -3.65558675771125E-05   1.98008746493920E-05
  5.43184496343521E+01  -4.58731065020810E-12   4.30139288368785E-06  -2.41835187838002E-03   8.35581564627669E-10  -3.64799438369473E-05   1.97596163833618E-05
  5.43259500968811E+01  -4.56789653225248E-12   4.29103342796264E-06  -2.41479479051919E-03   8.32668735507744E-10  -3.64041755303186E-05   1.97184429579026E-05
  5.43334505594100E+01  -4.54856442905546E-12   4.28069868255872E-06  -2.41124272314153E-03   8.29766029014831E-10  -3.63285623444175E-05   1.96773542012455E-05
  5.43409510219389E+01  -4.52931399481690E-12   4.27038858918593E-06  -2.40769566955126E-03   8.26873410089591E-10  -3.62531039670516E-05   1.96363499419627E-05
  5.43484514844678E+01  -4.51014488519168E-12   4.26010308968987E-06  -2.40415362306082E-03   8.23990843793668E-10  -3.61778000866443E-05   1.95954300089672E-05
  5.43559519469967E+01  -4.49105675728351E-12   4.24984212605152E-06  -2.40061657699081E-03   8.21118295309267E-10  -3.61026503922328E-05   1.95545942315123E-05
  5.43634524095256E+01  -4.47204926963890E-12   4.23960564038701E-06  -2.39708452467007E-03   8.18255729938742E-10  -3.60276545734675E-05   1.95138424391901E-05
  5.43709528720545E+01  -4.45312208224108E-12   4.22939357494723E-06  -2.39355745943558E-03   8.15403113104183E-10  -3.59528123206108E-05   1.94731744619319E-05
  5.43784533345834E+01  -4.43427485650397E-12   4.21920587211759E-06  -2.39003537463250E-03   8.12560410347003E-10  -3.58781233245355E-05   1.94325901300068E-05
  5.43859537971123E+01  -4.41550725526617E-12   4.20904247441767E-06  -2.38651826361418E-03   8.09727587327532E-10  -3.58035872767243E-05   1.93920892740213E-05
  5.43934542596412E+01  -4.39681894278500E-12   4.19890332450093E-06  -2.38300611974208E-03   8.06904609824601E-10  -3.57292038692678E-05   1.93516717249187E-05
  5.44009547221701E+01  -4.37820958473051E-12   4.18878836515438E-06  -2.37949893638585E-03   8.04091443735143E-10  -3.56549727948641E-05   1.93113373139782E-05
  5.44084551846990E+01  -4.35967884817957E-12   4.17869753929831E-06  -2.37599670692324E-03   8.01288055073781E-10  -3.55808937468172E-05   1.92710858728147E-05
  5.44159556472280E+01  -4.34122640160998E-12   4.16863078998594E-06  -2.37249942474016E-03   7.98494409972427E-10  -3.55069664190360E-05   1.92309172333776E-05
  5.44234561097569E+01  -4.32285191489456E-12   4.15858806040318E-06  -2.36900708323061E-03   7.95710474679878E-10  -3.54331905060328E-05   1.91908312279506E-05
  5.44309565722858E+01  -4.30455505929528E-12   4.14856929386825E-06  -2.36551967579672E-03   7.92936215561411E-10  -3.53595657029229E-05   1.91508276891507E-05
  5.44384570348147E+01  -4.28633550745747E-12   4.13857443383143E-06  -2.36203719584872E-03   7.90171599098389E-10  -3.52860917054225E-05   1.91109064499280E-05
  5.44459574973436E+01  -4.26819293340399E-12   4.12860342387472E-06  -2.35855963680494E-03   7.87416591887856E-10  -3.52127682098483E-05   1.90710673435644E-05
  5.44534579598725E+01  -4.25012701252945E-12   4.11865620771158E-06  -2.35508699209178E-03   7.84671160642141E-10  -3.51395949131159E-05   1.90313102036736E-05
  5.44609584224014E+01  -4.23213742159442E-12   4.10873272918660E-06  -2.35161925514372E-03   7.81935272188465E-10  -3.50665715127390E-05   1.89916348642002E-05
  5.44684588849303E+01  -4.21422383871976E-12   4.09883293227518E-06  -2.34815641940332E-03   7.79208893468542E-10  -3.49936977068278E-05   1.89520411594188E-05
  5.44759593474592E+01  -4.19638594338085E-12   4.08895676108329E-06  -2.34469847832119E-03   7.76491991538188E-10  -3.49209731940882E-05   1.89125289239339E-05
  5.44834598099881E+01  -4.17862341640193E-12   4.07910415984711E-06  -2.34124542535599E-03   7.73784533566925E-10  -3.48483976738206E-05   1.88730979926786E-05
  5.44909602725170E+01  -4.16093593995041E-12   4.06927507293277E-06  -2.33779725397442E-03   7.71086486837596E-10  -3.47759708459186E-05   1.88337482009147E-05
  5.44984607350459E+01  -4.14332319753128E-12   4.05946944483603E-06  -2.33435395765123E-03   7.68397818745971E-10  -3.47036924108682E-05   1.87944793842314E-05
  5.45059611975748E+01  -4.12578487398144E-12   4.04968722018199E-06  -2.33091552986919E-03   7.65718496800360E-10  -3.46315620697462E-05   1.87552913785452E-05
  5.45134616601038E+01  -4.10832065546414E-12   4.03992834372479E-06  -2.32748196411906E-03   7.63048488621225E-10  -3.45595795242194E-05   1.87161840200986E-05
  5.45209621226327E+01  -4.09093022946340E-12   4.03019276034732E-06  -2.32405325389964E-03   7.60387761940798E-10  -3.44877444765433E-05   1.86771571454603E-05
  5.45284625851616E+01  -4.07361328477846E-12   4.02048041506094E-06  -2.32062939271772E-03   7.57736284602692E-10  -3.44160566295612E-05   1.86382105915239E-05
  5.45359630476905E+01  -4.05636951151827E-12   4.01079125300513E-06  -2.31721037408808E-03   7.55094024561522E-10  -3.43445156867026E-05   1.85993441955076E-05
  5.45434635102194E+01  -4.03919860109597E-12   4.00112521944727E-06  -2.31379619153348E-03   7.52460949882520E-10  -3.42731213519826E-05   1.85605577949534E-05
  5.45509639727483E+01  -4.02210024622344E-12   3.99148225978227E-06  -2.31038683858465E-03   7.49837028741160E-10  -3.42018733300006E-05   1.85218512277266E-05
  5.45584644352772E+01  -4.00507414090582E-12   3.98186231953235E-06  -2.30698230878031E-03   7.47222229422770E-10  -3.41307713259389E-05   1.84832243320151E-05
  5.45659648978061E+01  -3.98811998043610E-12   3.97226534434671E-06  -2.30358259566710E-03   7.44616520322165E-10  -3.40598150455620E-05   1.84446769463287E-05
  5.45734653603350E+01  -3.97123746138969E-12   3.96269128000122E-06  -2.30018769279963E-03   7.42019869943262E-10  -3.39890041952150E-05   1.84062089094988E-05
  5.45809658228639E+01  -3.95442628161906E-12   3.95314007239816E-06  -2.29679759374046E-03   7.39432246898710E-10  -3.39183384818232E-05   1.83678200606773E-05
  5.45884662853928E+01  -3.93768614024836E-12   3.94361166756595E-06  -2.29341229206005E-03   7.36853619909512E-10  -3.38478176128901E-05   1.83295102393364E-05
  5.45959667479218E+01  -3.92101673766808E-12   3.93410601165879E-06  -2.29003178133682E-03   7.34283957804657E-10  -3.37774412964970E-05   1.82912792852675E-05
  5.46034672104507E+01  -3.90441777552975E-12   3.92462305095644E-06  -2.28665605515707E-03   7.31723229520747E-10  -3.37072092413015E-05   1.82531270385812E-05
  5.46109676729796E+01  -3.88788895674060E-12   3.91516273186390E-06  -2.28328510711503E-03   7.29171404101623E-10  -3.36371211565366E-05   1.82150533397061E-05
  5.46184681355085E+01  -3.87142998545836E-12   3.90572500091111E-06  -2.27991893081282E-03   7.26628450698002E-10  -3.35671767520095E-05   1.81770580293886E-05
  5.46259685980374E+01  -3.85504056708593E-12   3.89630980475271E-06  -2.27655751986045E-03   7.24094338567108E-10  -3.34973757381003E-05   1.81391409486921E-05
  5.46334690605663E+01  -3.83872040826620E-12   3.88691709016770E-06  -2.27320086787581E-03   7.21569037072304E-10  -3.34277178257614E-05   1.81013019389962E-05
  5.46409695230952E+01  -3.82246921687682E-12   3.87754680405918E-06  -2.26984896848465E-03   7.19052515682726E-10  -3.33582027265159E-05   1.80635408419965E-05
  5.46484699856241E+01  -3.80628670202503E-12   3.86819889345408E-06  -2.26650181532061E-03   7.16544743972924E-10  -3.32888301524566E-05   1.80258574997036E-05
  5.46559704481530E+01  -3.79017257404249E-12   3.85887330550283E-06  -2.26315940202517E-03   7.14045691622495E-10  -3.32195998162453E-05   1.79882517544428E-05
  5.46634709106819E+01  -3.77412654448013E-12   3.84956998747915E-06  -2.25982172224765E-03   7.11555328415724E-10  -3.31505114311112E-05   1.79507234488532E-05
  5.46709713732108E+01  -3.75814832610303E-12   3.84028888677967E-06  -2.25648876964521E-03   7.09073624241224E-10  -3.30815647108499E-05   1.79132724258873E-05
  5.46784718357397E+01  -3.74223763288533E-12   3.83102995092374E-06  -2.25316053788287E-03   7.06600549091577E-10  -3.30127593698226E-05   1.78758985288102E-05
  5.46859722982686E+01  -3.72639418000516E-12   3.82179312755307E-06  -2.24983702063343E-03   7.04136073062973E-10  -3.29440951229549E-05   1.78386016011994E-05
  5.46934727607976E+01  -3.71061768383955E-12   3.81257836443154E-06  -2.24651821157752E-03   7.01680166354861E-10  -3.28755716857353E-05   1.78013814869436E-05
  5.47009732233265E+01  -3.69490786195943E-12   3.80338560944480E-06  -2.24320410440358E-03   6.99232799269587E-10  -3.28071887742149E-05   1.77642380302424E-05
  5.47084736858554E+01  -3.67926443312459E-12   3.79421481060011E-06  -2.23989469280785E-03   6.96793942212044E-10  -3.27389461050054E-05   1.77271710756059E-05
  5.47159741483843E+01  -3.66368711727872E-12   3.78506591602599E-06  -2.23658997049434E-03   6.94363565689318E-10  -3.26708433952789E-05   1.76901804678538E-05
  5.47234746109132E+01  -3.64817563554437E-12   3.77593887397194E-06  -2.23328993117486E-03   6.91941640310335E-10  -3.26028803627662E-05   1.76532660521147E-05
  5.47309750734421E+01  -3.63272971021810E-12   3.76683363280821E-06  -2.22999456856898E-03   6.89528136785516E-10  -3.25350567257559E-05   1.76164276738259E-05
  5.47384755359710E+01  -3.61734906476544E-12   3.75775014102546E-06  -2.22670387640403E-03   6.87123025926419E-10  -3.24673722030936E-05   1.75796651787325E-05
  5.47459759984999E+01  -3.60203342381607E-12   3.74868834723454E-06  -2.22341784841510E-03   6.84726278645402E-10  -3.23998265141802E-05   1.75429784128868E-05
  5.47534764610288E+01  -3.58678251315886E-12   3.73964820016619E-06  -2.22013647834503E-03   6.82337865955268E-10  -3.23324193789716E-05   1.75063672226479E-05
  5.47609769235577E+01  -3.57159605973707E-12   3.73062964867075E-06  -2.21685975994439E-03   6.79957758968921E-10  -3.22651505179770E-05   1.74698314546810E-05
  5.47684773860866E+01  -3.55647379164342E-12   3.72163264171790E-06  -2.21358768697149E-03   6.77585928899025E-10  -3.21980196522583E-05   1.74333709559565E-05
  5.47759778486155E+01  -3.54141543811535E-12   3.71265712839641E-06  -2.21032025319236E-03   6.75222347057658E-10  -3.21310265034285E-05   1.73969855737502E-05
  5.47834783111444E+01  -3.52642072953013E-12   3.70370305791380E-06  -2.20705745238072E-03   6.72866984855972E-10  -3.20641707936513E-05   1.73606751556416E-05
  5.47909787736734E+01  -3.51148939740013E-12   3.69477037959614E-06  -2.20379927831802E-03   6.70519813803850E-10  -3.19974522456393E-05   1.73244395495144E-05
  5.47984792362023E+01  -3.49662117436803E-12   3.68585904288774E-06  -2.20054572479341E-03   6.68180805509567E-10  -3.19308705826538E-05   1.72882786035551E-05
  5.48059796987312E+01  -3.48181579420207E-12   3.67696899735088E-06  -2.19729678560371E-03   6.65849931679454E-10  -3.18644255285028E-05   1.72521921662529E-05
  5.48134801612601E+01  -3.46707299179131E-12   3.66810019266553E-06  -2.19405245455342E-03   6.63527164117555E-10  -3.17981168075408E-05   1.72161800863988E-05
  5.48209806237890E+01  -3.45239250314096E-12   3.65925257862913E-06  -2.19081272545473E-03   6.61212474725299E-10  -3.17319441446673E-05   1.71802422130853E-05
  5.48284810863179E+01  -3.43777406536766E-12   3.65042610515623E-06  -2.18757759212747E-03   6.58905835501158E-10  -3.16659072653255E-05   1.71443783957054E-05
  5.48359815488468E+01  -3.42321741669481E-12   3.64162072227831E-06  -2.18434704839915E-03   6.56607218540315E-10  -3.16000058955019E-05   1.71085884839525E-05
  5.48434820113757E+01  -3.40872229644794E-12   3.63283638014348E-06  -2.18112108810491E-03   6.54316596034334E-10  -3.15342397617248E-05   1.70728723278195E-05
  5.48509824739046E+01  -3.39428844505007E-12   3.62407302901617E-06  -2.17789970508752E-03   6.52033940270826E-10  -3.14686085910635E-05   1.70372297775983E-05
  5.48584829364335E+01  -3.37991560401709E-12   3.61533061927692E-06  -2.17468289319741E-03   6.49759223633118E-10  -3.14031121111268E-05   1.70016606838793E-05
  5.48659833989624E+01  -3.36560351595318E-12   3.60660910142210E-06  -2.17147064629260E-03   6.47492418599927E-10  -3.13377500500627E-05   1.69661648975505E-05
  5.48734838614913E+01  -3.35135192454624E-12   3.59790842606362E-06  -2.16826295823875E-03   6.45233497745026E-10  -3.12725221365567E-05   1.69307422697974E-05
  5.48809843240203E+01  -3.33716057456334E-12   3.58922854392869E-06  -2.16505982290910E-03   6.42982433736923E-10  -3.12074280998311E-05   1.68953926521020E-05
  5.48884847865492E+01  -3.32302921184615E-12   3.58056940585954E-06  -2.16186123418451E-03   6.40739199338534E-10  -3.11424676696437E-05   1.68601158962426E-05
  5.48959852490781E+01  -3.30895758330650E-12   3.57193096281315E-06  -2.15866718595342E-03   6.38503767406853E-10  -3.10776405762873E-05   1.68249118542927E-05
  5.49034857116070E+01  -3.29494543692180E-12   3.56331316586101E-06  -2.15547767211184E-03   6.36276110892635E-10  -3.10129465505880E-05   1.67897803786212E-05
  5.49109861741359E+01  -3.28099252173061E-12   3.55471596618883E-06  -2.15229268656337E-03   6.34056202840069E-10  -3.09483853239045E-05   1.67547213218909E-05
  5.49184866366648E+01  -3.26709858782820E-12   3.54613931509630E-06  -2.14911222321916E-03   6.31844016386460E-10  -3.08839566281273E-05   1.67197345370586E-05
  5.49259870991937E+01  -3.25326338636204E-12   3.53758316399682E-06  -2.14593627599794E-03   6.29639524761905E-10  -3.08196601956772E-05   1.66848198773744E-05
  5.49334875617226E+01  -3.23948666952747E-12   3.52904746441722E-06  -2.14276483882596E-03   6.27442701288976E-10  -3.07554957595045E-05   1.66499771963808E-05
