r	psi_1	psi_2	psi_3	psi_4	psi_5	psi_6	psi_7
8.504166666666666	1.0296990793238313e-06	-0.008913759786933893	0.020578609568595196	0.015443936654791424	0.013299634942177676	-0.014859631064285537	-0.016658723445388365
8.54583333333333	9.663274498697657e-07	-0.008771888164541804	0.02069128594092041	0.015374995227766476	0.013151311039553436	-0.015033825825884622	-0.016694288299582704
8.5875	9.068428094571264e-07	-0.008631874341873463	0.020800543619685505	0.01530127721488122	0.013004028448443755	-0.015205515433407832	-0.016724849704748794
8.629166666666666	8.510076741428264e-07	-0.008493705683374458	0.020906405556866035	0.015222835680634103	0.012857795158716129	-0.015374694253334858	-0.01675042377270403
8.67083333333333	7.98599003347466e-07	-0.008357369237759657	0.02100889528491636	0.015139724557962872	0.012712618642076325	-0.015541357391407782	-0.016771027979861797
8.7125	7.494073261847354e-07	-0.008222851756187918	0.02110803689284948	0.015051998612774117	0.012568505864713897	-0.015705500678132256	-0.016786681141161996
8.754166666666666	7.032359202952059e-07	-0.008090139709870589	0.021203855002795303	0.01495971340899746	0.01242546329975764	-0.01586712065438163	-0.016797403384054128
8.79583333333333	6.59900040054205e-07	-0.007959219307126932	0.0212963747470332	0.014862925274164752	0.012283496939542166	-0.016026214557107284	-0.01680321612254172
8.8375	6.192261912083448e-07	-0.007830076509899404	0.02138562174549321	0.014761691265513478	0.012142612307685305	-0.016182780305158947	-0.01680414203129567
8.879166666666666	5.810514491692267e-07	-0.007702697049740794	0.02147162208372243	0.014656069136614392	0.012002814470976678	-0.016336816485217197	-0.016800205019845485
8.92083333333333	5.452228183566818e-07	-0.007577066443286446	0.021554402291310372	0.014546117304521863	0.01186410805107771	-0.016488322337841255	-0.016791430206855005
8.9625	5.115966301382144e-07	-0.0074531700072233645	0.021633989320769893	0.014431894817446831	0.011726497236034215	-0.016637297743634736	-0.016777843894490947
9.004166666666666	4.800379770565968e-07	-0.007330992872768293	0.021710410526867088	0.014313461322950008	0.011589985791601825	-0.016783743209531975	-0.016759473542890858
9.04583333333333	4.5042018117426475e-07	-0.007210519999666899	0.021783693646396436	0.01419087703665498	0.011454577072384687	-0.01692765985520679	-0.01673634774473771
9.0875	4.226242944920092e-07	-0.007091736189725167	0.02185386677839559	0.01406420271147903	0.011320274032789096	-0.0170690493996065	-0.016708496199947607
9.129166666666666	3.9653862952056626e-07	-0.006974626099885068	0.02192095836479401	0.013933499607379746	0.011187079237792231	-0.01720791414761276	-0.016675949690477046
9.17083333333333	3.7205831819788733e-07	-0.006859174254855815	0.021984997171491216	0.013798829461615716	0.01105499487352734	-0.017344256976831444	-0.016638740055256323
9.2125	3.490848974522001e-07	-0.006745365059311049	0.022046012269858917	0.013660254459519156	0.010924022757686652	-0.017478081324512965	-0.0165969001652546
9.254166666666666	3.275259198120965e-07	-0.006633182809663825	0.022104033018661935	0.013517837205778215	0.01079416434974268	-0.017609391174605242	-0.01655046389868255
9.29583333333333	3.07294587559981e-07	-0.006522611705429321	0.02215908904639192	0.013371640696226005	0.010665420760989718	-0.017738191044940177	-0.016499466116338436
9.3375	2.8830940901478373e-07	-0.00641363586018612	0.022211210234009224	0.013221728290133994	0.010537792764406357	-0.01786448597455588	-0.016443942637102395
9.379166666666666	2.70493875614051e-07	-0.006306239312146508	0.022260426698087428	0.013068163683007616	0.010411280804340662	-0.017988281511155207	-0.0163839302135844
9.42083333333333	2.537761585448377e-07	-0.006200406034345761	0.02230676877435482	0.012911010879879982	0.01028588500601942	-0.018109583698701904	-0.016319466507930817
9.4625	2.380888237474457e-07	-0.006096119944460179	0.022350267001627466	0.012750334169101688	0.01016160518488278	-0.018228399065155828	-0.01625059006779417
9.504166666666666	2.233685641862048e-07	-0.005993364914264003	0.02239095210612888	0.012586198096623204	0.010038440855745803	-0.018344734610347944	-0.016177340302470672
9.54583333333333	2.095559483475873e-07	-0.005892124778734471	0.022428854986189847	0.012418667440766296	0.009916391241788529	-0.018458597793995835	-0.01609975745920999
9.5875	1.9659518398806089e-07	-0.005792383344814477	0.02246400669732416	0.012247807187481733	0.00979545528337653	-0.018569996523860977	-0.016017882599701237
9.629166666666666	1.8443389621254178e-07	-0.005694124399842111	0.022496438437673863	0.012073682506089183	0.00967563164671294	-0.01867893914404807	-0.01593175757673918
9.67083333333333	1.7302291901932386e-07	-0.005597331719655907	0.022526181533819387	0.011896358725496164	0.009556918732323954	-0.01878543442344672	-0.015841425011074415
9.7125	1.6231609949907893e-07	-0.005501989076384876	0.022553267426948263	0.01171590131089196	0.009439314683379725	-0.018889491544316676	-0.015746928268451546
9.754166666666666	1.5227011392419525e-07	-0.005408080245931605	0.02257772765937753	0.011532375840913177	0.009322817393852269	-0.01899112009101669	-0.01564831143683812
9.79583333333333	1.4284429501049494e-07	-0.005315589015157288	0.02259959386142465	0.011345847985276852	0.009207424516511768	-0.01909033003887745	-0.01554561930384822
9.8375	1.3400046967642065e-07	-0.005224499188776614	0.022618897738620705	0.011156383482877183	0.009093133470763593	-0.01918713174321837	-0.01543889733436337
9.879166666666666	1.2570280666528896e-07	-0.005134794595970896	0.022635671059261148	0.01096404812034189	0.008979941450327811	-0.01928153592850916	-0.015328191648354358
9.92083333333333	1.1791767343427657e-07	-0.0050464590967272405	0.02264994564228919	0.010768907711044292	0.008867845430762727	-0.01937355367767564	-0.015213548998906068
